y	offset	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50
400	6.0406389233419917	0	0	0	0	0	0	0.0024126174279235526	0.040524433359653417	0.033625855401684515	0.0010178229774052486	0	0.019334872044055713	0.32476542886499832	0.26947977911402654	0.0081568991435860046	0	0.0092916261742792342	0.15607028339609652	0.12950203980401684	0.003919904792274052	0	5.9037900874635433e-05	0.00099165224125364205	0.00082284074344023139	2.4906614431486825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	6.0406389233419917	0	0	0	0	0	0	0.00030157717849044408	0.02627491167597994	0.046292096898283161	0.0047121434139131869	0	0.0024168590055069642	0.21056884085479427	0.37098785734531897	0.03776342196104631	0	0.0011614532717849043	0.10119161630425978	0.17828307721898279	0.018147707371639125	0	7.3797376093294291e-06	0.00064295963921282657	0.0011327897230320673	0.00011530840014577231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	6.0406389233419917	0	0	0	0	0	0	0	0.01293012152777779	0.051720486111111158	0.01293012152777779	0	0	0.1036228298611111	0.41449131944444439	0.1036228298611111	0	0	0.049797309027777771	0.19918923611111108	0.049797309027777771	0	0	0.00031640624999999931	0.0012656249999999972	0.00031640624999999931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	6.1206389233419909	0	0	0	0	0	0.0060000000000000062	0.024000000000000025	0.0060000000000000062	0	0	0.089777777777777762	0.35911111111111105	0.089777777777777762	0	0	0.069111111111111109	0.27644444444444444	0.069111111111111109	0	0	0.0017777777777777757	0.0071111111111111028	0.0017777777777777757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	6.1206389233419909	0	0	0	0	0	0.0021865889212828006	0.021481049562682236	0.0121924198250729	0.00013994169096209926	0	0.032717849044379646	0.32142014901198568	0.18243472627146096	0.0020939423388402979	0	0.025186264982183341	0.2474298671849692	0.14043861354065437	0.0016119209588597344	0	0.00064787819889860609	0.0063647554259799073	0.0036125688370586286	4.1464204729510798e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	6.1206389233419909	0	0	0	0	0	0.00047230320699708503	0.015603498542274068	0.018804664723032088	0.0011195335276967941	0	0.007067055393586005	0.2334745707806932	0.28137350178166504	0.016751538710722384	0	0.0054402332361516035	0.17972918691286038	0.21660187884677681	0.012895367670877875	0	0.00013994169096209896	0.0046232588273404547	0.0055717525105280141	0.00033171363783608638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	6.1206389233419909	0	0	0	0	0	1.7492711370262407e-05	0.0088862973760933019	0.023317784256559788	0.0037784256559766803	0	0.00026174279235503724	0.13296533851635889	0.34890314220926455	0.05653644314868804	0	0.0002014901198574668	0.10235698088759311	0.26858632977000318	0.043521865889212828	0	5.1830255911888498e-06	0.0026329770003239356	0.0069089731130547363	0.0011195335276967917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	6.1206389233419909	0	0	0	0	0	0	0.0037784256559766803	0.023317784256559788	0.0088862973760933019	1.7492711370262407e-05	0	0.05653644314868804	0.34890314220926455	0.13296533851635889	0.00026174279235503724	0	0.043521865889212828	0.26858632977000318	0.10235698088759311	0.0002014901198574668	0	0.0011195335276967917	0.0069089731130547363	0.0026329770003239356	5.1830255911888498e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	6.1206389233419909	0	0	0	0	0	0	0.0011195335276967941	0.018804664723032088	0.015603498542274068	0.00047230320699708503	0	0.016751538710722384	0.28137350178166504	0.2334745707806932	0.007067055393586005	0	0.012895367670877875	0.21660187884677681	0.17972918691286038	0.0054402332361516035	0	0.00033171363783608638	0.0055717525105280141	0.0046232588273404547	0.00013994169096209896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	6.1206389233419909	0	0	0	0	0	0	0.00013994169096209926	0.0121924198250729	0.021481049562682236	0.0021865889212828006	0	0.0020939423388402979	0.18243472627146096	0.32142014901198568	0.032717849044379646	0	0.0016119209588597344	0.14043861354065437	0.2474298671849692	0.025186264982183341	0	4.1464204729510798e-05	0.0036125688370586286	0.0063647554259799073	0.00064787819889860609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	6.1206389233419909	0	0	0	0	0	0	0	0.0060000000000000062	0.024000000000000025	0.0060000000000000062	0	0	0.089777777777777762	0.35911111111111105	0.089777777777777762	0	0	0.069111111111111109	0.27644444444444444	0.069111111111111109	0	0	0.0017777777777777757	0.0071111111111111028	0.0017777777777777757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	6.200638923341991	0	0	0	0	0	0.0021323784722222265	0.0085295138888889059	0.0021323784722222265	0	0	0.071849392361111111	0.28739756944444445	0.071849392361111111	0	0	0.087404079861111122	0.34961631944444449	0.087404079861111122	0	0	0.0052808159722222171	0.021123263888888869	0.0052808159722222171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	6.200638923341991	0	0	0	0	0	0.00077710585722384339	0.0076342879413670382	0.004333142259880152	4.9734774862325984e-05	0	0.026184180889617745	0.2572333930596048	0.14600299264050859	0.0016757875769355362	0	0.031852798783203753	0.31292189524619374	0.17761120601514419	0.002038579122125041	0	0.0019244956166990582	0.018906244938451552	0.010730987558713951	0.00012316771946873975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	6.200638923341991	0	0	0	0	0	0.0001678548651603502	0.0055454273971493476	0.0066831103721250546	0.00039787819889860787	0	0.0056557830721574338	0.18685031482831227	0.22518395565071267	0.01340630061548429	0	0.0068802045371720126	0.22730157211694205	0.27393406953555238	0.016308632977000328	0	0.00041569105320699663	0.013733200720764482	0.016550662303611904	0.00098534175574991798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	6.200638923341991	0	0	0	0	0	6.216846857790748e-06	0.0031581582037576998	0.0082870568614350666	0.0013428389212828016	0	0.00020947344711694203	0.10641251113540653	0.27922810500688366	0.045246264577259471	0	0.00025482239026563012	0.12944977425494009	0.33967824622408488	0.055041636297376101	0	1.5395964933592468e-05	0.0078211501862649729	0.020522821256478758	0.003325528425655973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	6.200638923341991	0	0	0	0	0	0	0.0013428389212828016	0.0082870568614350666	0.0031581582037576998	6.216846857790748e-06	0	0.045246264577259471	0.27922810500688366	0.10641251113540653	0.00020947344711694203	0	0.055041636297376101	0.33967824622408488	0.12944977425494009	0.00025482239026563012	0	0.003325528425655973	0.020522821256478758	0.0078211501862649729	1.5395964933592468e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	6.200638923341991	0	0	0	0	0	0	0.00039787819889860787	0.0066831103721250546	0.0055454273971493476	0.0001678548651603502	0	0.01340630061548429	0.22518395565071267	0.18685031482831227	0.0056557830721574338	0	0.016308632977000328	0.27393406953555238	0.22730157211694205	0.0068802045371720126	0	0.00098534175574991798	0.016550662303611904	0.013733200720764482	0.00041569105320699663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	6.200638923341991	0	0	0	0	0	0	4.9734774862325984e-05	0.004333142259880152	0.0076342879413670382	0.00077710585722384339	0	0.0016757875769355362	0.14600299264050859	0.2572333930596048	0.026184180889617745	0	0.002038579122125041	0.17761120601514419	0.31292189524619374	0.031852798783203753	0	0.00012316771946873975	0.010730987558713951	0.018906244938451552	0.0019244956166990582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	6.200638923341991	0	0	0	0	0	0	0	0.0021323784722222265	0.0085295138888889059	0.0021323784722222265	0	0	0.071849392361111111	0.28739756944444445	0.071849392361111111	0	0	0.087404079861111122	0.34961631944444449	0.087404079861111122	0	0	0.0052808159722222171	0.021123263888888869	0.0052808159722222171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	6.2806389233419919	0	0	0	0	0	0.00043402777777777927	0.0017361111111111171	0.00043402777777777927	0	0	0.052517361111111105	0.21006944444444442	0.052517361111111105	0	0	0.10199652777777779	0.40798611111111116	0.10199652777777779	0	0	0.011718749999999993	0.046874999999999972	0.011718749999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	6.2806389233419919	0	0	0	0	0	0.00015817338840298074	0.0015538953676708831	0.00088197481373502088	1.0123096857790769e-05	0	0.019138979996760602	0.18802133948817618	0.10671895246193715	0.0012248947197926788	0	0.03717074627470035	0.36516541140265629	0.20726408122772921	0.002378927761580823	0	0.0042706814868804623	0.041955174927113675	0.023813319970845466	0.0002733236151603497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	6.2806389233419919	0	0	0	0	0	3.4165451895043848e-05	0.0011287252996436709	0.0013602911402656346	8.0984774862326154e-05	0	0.0041340196793002906	0.13657576125688367	0.16459522797214121	0.0097991577583414306	0	0.0080288811953352773	0.26525044541626175	0.31966841796242307	0.019031422092646584	0	0.00092246720116618012	0.03047558309037899	0.036727860787171988	0.0021865889212827976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	6.2806389233419919	0	0	0	0	0	1.2653871072238462e-06	0.00064281665046971373	0.0016867610139293867	0.00027332361516035078	0	0.00015311183997408485	0.077780814706835094	0.20409808268545507	0.033072157434402324	0	0.00029736597019760288	0.15106191286038223	0.3963888382734046	0.064231049562682219	0	3.4165451895043713e-05	0.017356049562682201	0.045542547376093256	0.007379737609329441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	6.2806389233419919	0	0	0	0	0	0	0.00027332361516035078	0.0016867610139293867	0.00064281665046971373	1.2653871072238462e-06	0	0.033072157434402324	0.20409808268545507	0.077780814706835094	0.00015311183997408485	0	0.064231049562682219	0.3963888382734046	0.15106191286038223	0.00029736597019760288	0	0.007379737609329441	0.045542547376093256	0.017356049562682201	3.4165451895043713e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	6.2806389233419919	0	0	0	0	0	0	8.0984774862326154e-05	0.0013602911402656346	0.0011287252996436709	3.4165451895043848e-05	0	0.0097991577583414306	0.16459522797214121	0.13657576125688367	0.0041340196793002906	0	0.019031422092646584	0.31966841796242307	0.26525044541626175	0.0080288811953352773	0	0.0021865889212827976	0.036727860787171988	0.03047558309037899	0.00092246720116618012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	6.2806389233419919	0	0	0	0	0	0	1.0123096857790769e-05	0.00088197481373502088	0.0015538953676708831	0.00015817338840298074	0	0.0012248947197926788	0.10671895246193715	0.18802133948817618	0.019138979996760602	0	0.002378927761580823	0.20726408122772921	0.36516541140265629	0.03717074627470035	0	0.0002733236151603497	0.023813319970845466	0.041955174927113675	0.0042706814868804623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	6.2806389233419919	0	0	0	0	0	0	0	0.00043402777777777927	0.0017361111111111171	0.00043402777777777927	0	0	0.052517361111111105	0.21006944444444442	0.052517361111111105	0	0	0.10199652777777779	0.40798611111111116	0.10199652777777779	0	0	0.011718749999999993	0.046874999999999972	0.011718749999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	6.3606389233419911	0	0	0	0	0	1.1718750000000161e-05	4.6875000000000645e-05	1.1718750000000161e-05	0	0	0.034461371527777764	0.13784548611111105	0.034461371527777764	0	0	0.1102087673611111	0.44083506944444439	0.1102087673611111	0	0	0.021984809027777764	0.087939236111111055	0.021984809027777764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	6.3606389233419911	0	0	0	0	0	4.2706814868805242e-06	4.1955174927114278e-05	2.381331997084581e-05	2.7332361516035361e-07	0	0.01255880886580822	0.12337773829769998	0.070027918235746653	0.00080376376741172627	0	0.040163544956673132	0.39456666565435694	0.22395192667840944	0.0025704668772270809	0	0.0080119566427761506	0.078709462058632926	0.044674670240119833	0.00051276522513767379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	6.3606389233419911	0	0	0	0	0	9.2246720116619336e-07	3.0475583090379429e-05	3.6727860787172514e-05	2.1865889212828289e-06	0	0.0027127027150145762	0.089619660066407481	0.10800575624595071	0.0064301101392938102	0	0.0086753257106413975	0.28660705681081955	0.34540648662738904	0.020563735017816647	0	0.001730582634839649	0.057173322602850629	0.068902827127874919	0.0041021218011013903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	6.3606389233419911	0	0	0	0	0	3.4165451895044201e-08	1.7356049562682451e-05	4.5542547376093913e-05	7.3797376093295468e-06	0	0.00010047047092646578	0.051038999230644609	0.13392713774497889	0.02170162172011661	0	0.00032130835965338511	0.16322464670391962	0.42830404341796235	0.06940260568513118	0	6.4095653142209224e-05	0.03256059179624228	0.08543950563856488	0.013844661078717192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570	6.3606389233419911	0	0	0	0	0	0	7.3797376093295468e-06	4.5542547376093913e-05	1.7356049562682451e-05	3.4165451895044201e-08	0	0.02170162172011661	0.13392713774497889	0.051038999230644609	0.00010047047092646578	0	0.06940260568513118	0.42830404341796235	0.16322464670391962	0.00032130835965338511	0	0.013844661078717192	0.08543950563856488	0.03256059179624228	6.4095653142209224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	6.3606389233419911	0	0	0	0	0	0	2.1865889212828289e-06	3.6727860787172514e-05	3.0475583090379429e-05	9.2246720116619336e-07	0	0.0064301101392938102	0.10800575624595071	0.089619660066407481	0.0027127027150145762	0	0.020563735017816647	0.34540648662738904	0.28660705681081955	0.0086753257106413975	0	0.0041021218011013903	0.068902827127874919	0.057173322602850629	0.001730582634839649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	6.3606389233419911	0	0	0	0	0	0	2.7332361516035361e-07	2.381331997084581e-05	4.1955174927114278e-05	4.2706814868805242e-06	0	0.00080376376741172627	0.070027918235746653	0.12337773829769998	0.01255880886580822	0	0.0025704668772270809	0.22395192667840944	0.39456666565435694	0.040163544956673132	0	0.00051276522513767379	0.044674670240119833	0.078709462058632926	0.0080119566427761506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	6.3606389233419911	0	0	0	0	0	0	0	1.1718750000000161e-05	4.6875000000000645e-05	1.1718750000000161e-05	0	0	0.034461371527777764	0.13784548611111105	0.034461371527777764	0	0	0.1102087673611111	0.44083506944444439	0.1102087673611111	0	0	0.021984809027777764	0.087939236111111055	0.021984809027777764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0.020249999999999987	0.080999999999999947	0.020249999999999987	0	0	0.10952777777777781	0.43811111111111123	0.10952777777777781	0	0	0.036861111111111095	0.14744444444444438	0.036861111111111095	0	0	2.7777777777777508e-05	0.00011111111111111003	2.7777777777777508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0.0073797376093294393	0.072498542274052433	0.041149416909620963	0.00047230320699708422	0	0.039915370910268873	0.39212860382248149	0.22256810819565928	0.0025545837382572084	0	0.013433349530288298	0.13196922578555226	0.074904356980887571	0.0008597343699384512	0	1.0123096857790635e-05	9.9449303530935212e-05	5.6446388079040598e-05	6.4787819889860082e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0.0015940233236151592	0.052661807580174892	0.063465743440233202	0.0037784256559766738	0	0.0086217201166180774	0.28483608681567874	0.34327218982831237	0.020436669906057667	0	0.002901603498542273	0.09586038224813731	0.11552680596047939	0.0068778749595076096	0	2.1865889212827776e-06	7.2238419177193981e-05	8.7058632976999488e-05	5.1830255911888066e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	5.9037900874635528e-05	0.029991253644314844	0.078697521865889145	0.012752186588921273	0	0.00031932296728215105	0.1622160673793327	0.42565751538710728	0.068973760932944619	0	0.0001074667962423064	0.054593132491091649	0.14325323939099441	0.023212827988338184	0	8.0984774862325102e-08	4.1140265630061142e-05	0.00010795270489147935	1.7492711370262221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
588	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0	0.012752186588921273	0.078697521865889145	0.029991253644314844	5.9037900874635528e-05	0	0.068973760932944619	0.42565751538710728	0.1622160673793327	0.00031932296728215105	0	0.023212827988338184	0.14325323939099441	0.054593132491091649	0.0001074667962423064	0	1.7492711370262221e-05	0.00010795270489147935	4.1140265630061142e-05	8.0984774862325102e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0	0.0037784256559766738	0.063465743440233202	0.052661807580174892	0.0015940233236151592	0	0.020436669906057667	0.34327218982831237	0.28483608681567874	0.0086217201166180774	0	0.0068778749595076096	0.11552680596047939	0.09586038224813731	0.002901603498542273	0	5.1830255911888066e-06	8.7058632976999488e-05	7.2238419177193981e-05	2.1865889212827776e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0	0.00047230320699708422	0.041149416909620963	0.072498542274052433	0.0073797376093294393	0	0.0025545837382572084	0.22256810819565928	0.39212860382248149	0.039915370910268873	0	0.0008597343699384512	0.074904356980887571	0.13196922578555226	0.013433349530288298	0	6.4787819889860082e-07	5.6446388079040598e-05	9.9449303530935212e-05	1.0123096857790635e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	6.4406389233419912	0	0	0	0	0	0	0	0	0	0	0	0	0.020249999999999987	0.080999999999999947	0.020249999999999987	0	0	0.10952777777777781	0.43811111111111123	0.10952777777777781	0	0	0.036861111111111095	0.14744444444444438	0.036861111111111095	0	0	2.7777777777777508e-05	0.00011111111111111003	2.7777777777777508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0.010585503472222211	0.042342013888888842	0.010585503472222211	0	0	0.10024001736111113	0.40096006944444451	0.10024001736111113	0	0	0.055263454861111096	0.22105381944444438	0.055263454861111096	0	0	0.00057769097222222054	0.0023107638888888822	0.00057769097222222054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0.0038576907697602798	0.037897954122124995	0.021510483732183328	0.00024689220926465798	0	0.036530618571833491	0.35887679684969231	0.20369472915654363	0.0023379595885973442	0	0.020139743025186254	0.19785283547942981	0.11229920710843859	0.0012889435536119205	0	0.00021052877996436602	0.002068234734369932	0.0011739084770813052	1.3473841917719429e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
676	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0.00083326120626822067	0.027528481333009364	0.033176140619938413	0.0019751376741172638	0	0.0078906136115160369	0.26068249412860389	0.31416331971776812	0.018703676708778753	0	0.0043501844934402314	0.14371720622772916	0.17320179001660183	0.010311548428895364	0	4.5474216472303067e-05	0.0015023333738257163	0.0018105475076935483	0.00010779073534175543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	3.0861526158082247e-05	0.015677655288305777	0.041138414368723626	0.0066660896501457654	0	0.00029224494857466802	0.14846043387593133	0.38956251645003243	0.063124908892128295	0	0.00016111794420149006	0.081847915654356951	0.21477021962058623	0.034801475947521851	0	1.6842302397149286e-06	0.00085558896177518359	0.0022450789095399995	0.00036379373177842454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0	0.0066660896501457654	0.041138414368723626	0.015677655288305777	3.0861526158082247e-05	0	0.063124908892128295	0.38956251645003243	0.14846043387593133	0.00029224494857466802	0	0.034801475947521851	0.21477021962058623	0.081847915654356951	0.00016111794420149006	0	0.00036379373177842454	0.0022450789095399995	0.00085558896177518359	1.6842302397149286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0	0.0019751376741172638	0.033176140619938413	0.027528481333009364	0.00083326120626822067	0	0.018703676708778753	0.31416331971776812	0.26068249412860389	0.0078906136115160369	0	0.010311548428895364	0.17320179001660183	0.14371720622772916	0.0043501844934402314	0	0.00010779073534175543	0.0018105475076935483	0.0015023333738257163	4.5474216472303067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0	0.00024689220926465798	0.021510483732183328	0.037897954122124995	0.0038576907697602798	0	0.0023379595885973442	0.20369472915654363	0.35887679684969231	0.036530618571833491	0	0.0012889435536119205	0.11229920710843859	0.19785283547942981	0.020139743025186254	0	1.3473841917719429e-05	0.0011739084770813052	0.002068234734369932	0.00021052877996436602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	6.5206389233419912	0	0	0	0	0	0	0	0	0	0	0	0	0.010585503472222211	0.042342013888888842	0.010585503472222211	0	0	0.10024001736111113	0.40096006944444451	0.10024001736111113	0	0	0.055263454861111096	0.22105381944444438	0.055263454861111096	0	0	0.00057769097222222054	0.0023107638888888822	0.00057769097222222054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0.0046215277777777678	0.018486111111111071	0.0046215277777777678	0	0	0.084954861111111113	0.33981944444444445	0.084954861111111113	0	0	0.074559027777777759	0.29823611111111104	0.074559027777777759	0	0	0.0025312499999999962	0.010124999999999985	0.0025312499999999962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0.0016842302397149294	0.01654587787495947	0.0093912678166504487	0.00010779073534175551	0	0.030960226352445733	0.30415326368642692	0.17263422214123744	0.0019814544865565274	0	0.027171657353417544	0.26693436183997399	0.15150916140265627	0.0017389860706187232	0	0.00092246720116617915	0.0090623177842565454	0.0051436771137026169	5.903790087463548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
698	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0.00036379373177842486	0.012018666990605739	0.014484380061548396	0.00086232588273404411	0	0.006687408892128279	0.2209321752510528	0.26625794663103336	0.015851635892452219	0	0.0058690779883381903	0.19389694687398762	0.23367625323939092	0.013911888564949786	0	0.00019925291545189473	0.0065827259475218563	0.0079332179300291433	0.00047230320699708384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
682	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	1.3473841917719439e-05	0.0068447116942014739	0.01796063127632001	0.0029103498542273989	0	0.00024768181081956592	0.12582235989633947	0.33015985382248131	0.053499271137026232	0	0.0002173732588273404	0.11042561548428891	0.28975855401684469	0.046952623906705522	0	7.379737609329435e-06	0.0037489067055393524	0.0098371902332361361	0.0015940233236151579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
661	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0	0.0029103498542273989	0.01796063127632001	0.0068447116942014739	1.3473841917719439e-05	0	0.053499271137026232	0.33015985382248131	0.12582235989633947	0.00024768181081956592	0	0.046952623906705522	0.28975855401684469	0.11042561548428891	0.0002173732588273404	0	0.0015940233236151579	0.0098371902332361361	0.0037489067055393524	7.379737609329435e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0	0.00086232588273404411	0.014484380061548396	0.012018666990605739	0.00036379373177842486	0	0.015851635892452219	0.26625794663103336	0.2209321752510528	0.006687408892128279	0	0.013911888564949786	0.23367625323939092	0.19389694687398762	0.0058690779883381903	0	0.00047230320699708384	0.0079332179300291433	0.0065827259475218563	0.00019925291545189473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0	0.00010779073534175551	0.0093912678166504487	0.01654587787495947	0.0016842302397149294	0	0.0019814544865565274	0.17263422214123744	0.30415326368642692	0.030960226352445733	0	0.0017389860706187232	0.15150916140265627	0.26693436183997399	0.027171657353417544	0	5.903790087463548e-05	0.0051436771137026169	0.0090623177842565454	0.00092246720116617915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	6.6006389233419913	0	0	0	0	0	0	0	0	0	0	0	0	0.0046215277777777678	0.018486111111111071	0.0046215277777777678	0	0	0.084954861111111113	0.33981944444444445	0.084954861111111113	0	0	0.074559027777777759	0.29823611111111104	0.074559027777777759	0	0	0.0025312499999999962	0.010124999999999985	0.0025312499999999962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	6.6806389233419914	0	0	0	0	0	0	0	0	0	0	0.0014648437499999941	0.0058593749999999766	0.0014648437499999941	0	0	0.06635199652777779	0.26540798611111116	0.06635199652777779	0	0	0.092068142361111119	0.36827256944444448	0.092068142361111119	0	0	0.0067816840277777745	0.027126736111111098	0.0067816840277777745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744	6.6806389233419914	0	0	0	0	0	0	0	0	0	0	0.00053383518586005605	0.0052443968658891912	0.0029766649963556733	3.4165451895043597e-05	0	0.024180756752105605	0.23755175433268549	0.13483189964974088	0.001547568432134759	0	0.033552530014982179	0.32962005486718499	0.18708890736354067	0.0021473619209588599	0	0.0024714591937965644	0.024279615119857455	0.013780856464609647	0.00015817338840298017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
